2018-07-19 14:27:43.920947: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-07-19 14:27:44.096016: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:01:00.0
totalMemory: 7.92GiB freeMemory: 3.03GiB
2018-07-19 14:27:44.096046: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:01:00.0, compute capability: 6.1)
train_file:/home/syp/zwr/txtgen/examples/long_text/yahoo_data/yahoo.train.txt
valid_file:/home/syp/zwr/txtgen/examples/long_text/yahoo_data/yahoo.valid.txt
logdir:./log_dir/bsize32.epoch70.lr_c2warm16000/
step:100 source:(1, 66) loss:128.492
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 08:12:16.284012: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 08:12:16.284065: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 08:12:16.285271: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 08:12:16.285276: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 08:27:44.824087: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 08:27:44.824148: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 08:27:44.824178: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
step:350500 source:(1, 38) loss:7.41539
step:351000 source:(1, 29) loss:3.69334
step:351500 source:(1, 32) loss:6.88536
step:352000 source:(1, 66) loss:5.09702
step:352500 source:(1, 66) loss:6.07908
step:353000 source:(1, 65) loss:6.59449
step:353500 source:(1, 66) loss:6.12915
step:354000 source:(1, 66) loss:7.5927
step:354500 source:(1, 66) loss:6.92388
step:355000 source:(1, 28) loss:4.37833
step:355500 source:(1, 61) loss:6.15611
step:356000 source:(1, 66) loss:6.79095
step:356500 source:(1, 66) loss:5.06508
step:357000 source:(1, 61) loss:6.32239
step:357500 source:(1, 22) loss:6.40949
step:358000 source:(1, 47) loss:5.55191
step:358500 source:(1, 66) loss:6.021
step:359000 source:(1, 66) loss:7.95702
step:359500 source:(1, 41) loss:6.17131
step:360000 source:(1, 66) loss:6.11731
step:360500 source:(1, 41) loss:5.10569
step:361000 source:(1, 66) loss:5.46134
step:361500 source:(1, 66) loss:5.61488
step:362000 source:(1, 66) loss:6.02112
step:362500 source:(1, 66) loss:5.80871
step:363000 source:(1, 38) loss:6.45689
step:363500 source:(1, 66) loss:6.09577
step:364000 source:(1, 66) loss:6.30327
step:364500 source:(1, 56) loss:5.54468
step:365000 source:(1, 43) loss:4.8805
step:365500 source:(1, 66) loss:5.35253
step:366000 source:(1, 41) loss:6.04811
step:366500 source:(1, 66) loss:6.86896
step:367000 source:(1, 66) loss:7.6654
step:367500 source:(1, 66) loss:6.23712
step:368000 source:(1, 66) loss:6.81332
step:368500 source:(1, 66) loss:5.95236
step:369000 source:(1, 66) loss:6.15951
step:369500 source:(1, 66) loss:6.23864
step:370000 source:(1, 66) loss:6.00193
step:370500 source:(1, 42) loss:6.03229
step:371000 source:(1, 66) loss:7.62694
step:371500 source:(1, 66) loss:4.45252
step:372000 source:(1, 66) loss:6.06405
step:372500 source:(1, 24) loss:6.2515
step:373000 source:(1, 66) loss:6.07532
step:373500 source:(1, 42) loss:7.54854
step:374000 source:(1, 66) loss:6.57782
step:374500 source:(1, 66) loss:5.65366
step:375000 source:(1, 27) loss:6.33652
step:375500 source:(1, 66) loss:5.78606
step:376000 source:(1, 32) loss:5.77581
step:376500 source:(1, 49) loss:5.42196
step:377000 source:(1, 66) loss:5.58133
step:377500 source:(1, 56) loss:6.90311
step:378000 source:(1, 66) loss:5.66653
step:378500 source:(1, 66) loss:6.91283
step:379000 source:(1, 66) loss:7.36411
step:379500 source:(1, 66) loss:5.58215
step:380000 source:(1, 66) loss:5.03382
step:380500 source:(1, 46) loss:7.01818
step:381000 source:(1, 66) loss:6.10005
step:381500 source:(1, 66) loss:4.89118
step:382000 source:(1, 50) loss:6.41809
step:382500 source:(1, 44) loss:5.1181
step:383000 source:(1, 30) loss:8.31412
step:383500 source:(1, 66) loss:7.1498
step:384000 source:(1, 66) loss:7.45787
step:384500 source:(1, 66) loss:6.0509
step:385000 source:(1, 66) loss:5.00357
step:385500 source:(1, 23) loss:4.7882
step:386000 source:(1, 66) loss:5.77916
step:386500 source:(1, 34) loss:5.3168
step:387000 source:(1, 66) loss:5.82405
step:387500 source:(1, 66) loss:4.69659
step:388000 source:(1, 66) loss:6.23875
step:388500 source:(1, 46) loss:6.65416
step:389000 source:(1, 66) loss:5.78001
step:389500 source:(1, 37) loss:6.10935
step:390000 source:(1, 66) loss:5.90901
step:390500 source:(1, 36) loss:5.68363
step:391000 source:(1, 33) loss:5.53852
step:391500 source:(1, 55) loss:5.37285
step:392000 source:(1, 59) loss:6.141
step:392500 source:(1, 28) loss:6.32528
step:393000 source:(1, 33) loss:5.44831
step:393500 source:(1, 32) loss:5.64569
step:394000 source:(1, 66) loss:4.33098
step:394500 source:(1, 53) loss:5.30795
step:395000 source:(1, 66) loss:6.09272
step:395500 source:(1, 66) loss:5.49237
step:396000 source:(1, 66) loss:5.66236
step:396500 source:(1, 66) loss:5.72948
step:397000 source:(1, 66) loss:6.18294
step:397500 source:(1, 26) loss:6.33056
step:398000 source:(1, 66) loss:5.84058
step:398500 source:(1, 66) loss:6.87306
step:399000 source:(1, 66) loss:6.75118
step:399500 source:(1, 47) loss:5.65109
step:400000 source:(1, 46) loss:5.64986
step:400500 source:(1, 66) loss:6.69648
step:401000 source:(1, 66) loss:5.44915
step:401500 source:(1, 63) loss:6.87408
step:402000 source:(1, 31) loss:6.6021
step:402500 source:(1, 33) loss:5.65029
step:403000 source:(1, 53) loss:6.75571
step:403500 source:(1, 66) loss:6.29784
step:404000 source:(1, 31) loss:7.13496
step:404500 source:(1, 66) loss:5.46721
step:405000 source:(1, 31) loss:6.01192
step:405500 source:(1, 66) loss:7.5476
step:406000 source:(1, 66) loss:7.16239
step:406500 source:(1, 66) loss:7.65455
step:407000 source:(1, 66) loss:6.44726
step:407500 source:(1, 57) loss:6.69133
step:408000 source:(1, 24) loss:5.11532
step:408500 source:(1, 59) loss:6.52392
step:409000 source:(1, 39) loss:4.73819
step:409500 source:(1, 35) loss:7.98618
step:410000 source:(1, 66) loss:6.22771
step:410500 source:(1, 43) loss:6.52275
step:411000 source:(1, 54) loss:6.98078
step:411500 source:(1, 41) loss:4.84233
step:412000 source:(1, 66) loss:6.56289
step:412500 source:(1, 66) loss:6.39279
step:413000 source:(1, 66) loss:7.78059
step:413500 source:(1, 44) loss:7.62118
step:414000 source:(1, 66) loss:7.30231
step:414500 source:(1, 66) loss:5.91093
step:415000 source:(1, 66) loss:6.94614
step:415500 source:(1, 51) loss:5.67553
step:416000 source:(1, 57) loss:5.63648
step:416500 source:(1, 66) loss:6.12624
step:417000 source:(1, 34) loss:5.80661
step:417500 source:(1, 66) loss:7.54753
step:418000 source:(1, 66) loss:5.99973
step:418500 source:(1, 35) loss:5.73967
step:419000 source:(1, 66) loss:7.33448
step:419500 source:(1, 35) loss:6.3295
step:420000 source:(1, 66) loss:7.38577
step:420500 source:(1, 66) loss:6.60391
step:421000 source:(1, 36) loss:5.85629
step:421500 source:(1, 66) loss:5.15774
step:422000 source:(1, 48) loss:6.97734
step:422500 source:(1, 51) loss:4.88889
step:423000 source:(1, 66) loss:5.39803
step:423500 source:(1, 66) loss:6.17053
step:424000 source:(1, 66) loss:7.12007
step:424500 source:(1, 66) loss:5.93181
step:425000 source:(1, 55) loss:5.1844
step:425500 source:(1, 33) loss:5.30125
step:426000 source:(1, 66) loss:5.62471
step:426500 source:(1, 35) loss:6.06749
step:427000 source:(1, 25) loss:5.65385
step:427500 source:(1, 30) loss:6.16769
step:428000 source:(1, 66) loss:4.84418
step:428500 source:(1, 41) loss:5.09299
step:429000 source:(1, 59) loss:6.7768
step:429500 source:(1, 64) loss:5.24691
step:430000 source:(1, 43) loss:4.76589
step:430500 source:(1, 66) loss:6.4117
step:431000 source:(1, 66) loss:7.04755
step:431500 source:(1, 66) loss:5.25733
step:432000 source:(1, 39) loss:7.46158
step:432500 source:(1, 66) loss:6.10038
step:433000 source:(1, 52) loss:6.28138
step:433500 source:(1, 66) loss:6.08531
step:434000 source:(1, 66) loss:5.93208
step:434500 source:(1, 66) loss:7.09784
step:435000 source:(1, 66) loss:6.45891
step:435500 source:(1, 62) loss:5.25737
step:436000 source:(1, 66) loss:5.9594
step:436500 source:(1, 66) loss:4.82583
step:437000 source:(1, 38) loss:6.2796
step:437500 source:(1, 66) loss:5.59888
step:438000 source:(1, 30) loss:7.32741
step:438500 source:(1, 66) loss:5.45074
step:439000 source:(1, 33) loss:6.33156
step:439500 source:(1, 66) loss:5.3096
step:440000 source:(1, 30) loss:6.81242
step:440500 source:(1, 51) loss:6.49058
step:441000 source:(1, 66) loss:4.29806
step:441500 source:(1, 25) loss:6.52641
step:442000 source:(1, 39) loss:6.0147
step:442500 source:(1, 59) loss:6.15777
step:443000 source:(1, 22) loss:5.12074
step:443500 source:(1, 53) loss:7.02526
step:444000 source:(1, 66) loss:5.29231
step:444500 source:(1, 48) loss:5.71984
step:445000 source:(1, 23) loss:6.62832
step:445500 source:(1, 52) loss:4.55974
step:446000 source:(1, 40) loss:5.45083
step:446500 source:(1, 66) loss:5.27307
step:447000 source:(1, 66) loss:7.92882
step:447500 source:(1, 66) loss:5.70724
step:448000 source:(1, 49) loss:6.57915
step:448500 source:(1, 27) loss:6.43945
step:449000 source:(1, 24) loss:5.95796
step:449500 source:(1, 66) loss:5.34015
step:450000 source:(1, 58) loss:5.79817
epoch:1 eval_bleu:56.50411248207092
the 1 epoch, highest bleu 56.504112
2018-07-21 11:21:20.521010: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 11:21:20.521098: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 11:21:20.522574: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 11:21:20.522637: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 11:36:42.731810: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 11:36:42.731864: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 11:36:42.731884: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
step:450500 source:(1, 38) loss:6.31053
step:451000 source:(1, 29) loss:4.53981
step:451500 source:(1, 32) loss:6.37295
step:452000 source:(1, 66) loss:5.04762
step:452500 source:(1, 66) loss:6.64744
step:453000 source:(1, 65) loss:6.48319
step:453500 source:(1, 66) loss:5.92233
step:454000 source:(1, 66) loss:5.80411
step:454500 source:(1, 66) loss:8.19019
step:455000 source:(1, 28) loss:5.18732
step:455500 source:(1, 61) loss:5.91446
step:456000 source:(1, 66) loss:5.45557
step:456500 source:(1, 66) loss:5.55078
step:457000 source:(1, 61) loss:5.5709
step:457500 source:(1, 22) loss:6.71787
step:458000 source:(1, 47) loss:6.02156
step:458500 source:(1, 66) loss:5.79863
step:459000 source:(1, 66) loss:9.78372
step:459500 source:(1, 41) loss:6.45448
step:460000 source:(1, 66) loss:6.99191
step:460500 source:(1, 41) loss:5.99841
step:461000 source:(1, 66) loss:4.8832
step:461500 source:(1, 66) loss:5.93411
step:462000 source:(1, 66) loss:4.38265
step:462500 source:(1, 66) loss:6.05415
step:463000 source:(1, 38) loss:5.51988
step:463500 source:(1, 66) loss:6.79101
step:464000 source:(1, 66) loss:5.3706
step:464500 source:(1, 56) loss:6.18546
step:465000 source:(1, 43) loss:6.28836
step:465500 source:(1, 66) loss:5.85244
step:466000 source:(1, 41) loss:5.74917
step:466500 source:(1, 66) loss:7.5318
step:467000 source:(1, 66) loss:5.90423
step:467500 source:(1, 66) loss:5.6172
step:468000 source:(1, 66) loss:6.65078
step:468500 source:(1, 66) loss:6.08792
step:469000 source:(1, 66) loss:6.97306
step:469500 source:(1, 66) loss:5.21756
step:470000 source:(1, 66) loss:6.70367
step:470500 source:(1, 42) loss:6.49673
step:471000 source:(1, 66) loss:7.61117
step:471500 source:(1, 66) loss:5.6856
step:472000 source:(1, 66) loss:5.83002
step:472500 source:(1, 24) loss:6.90511
step:473000 source:(1, 66) loss:6.27189
step:473500 source:(1, 42) loss:7.26519
step:474000 source:(1, 66) loss:6.78158
step:474500 source:(1, 66) loss:6.84322
step:475000 source:(1, 27) loss:6.9113
step:475500 source:(1, 66) loss:6.93301
step:476000 source:(1, 32) loss:6.03047
step:476500 source:(1, 49) loss:5.86928
step:477000 source:(1, 66) loss:6.23448
step:477500 source:(1, 56) loss:6.73056
step:478000 source:(1, 66) loss:4.9376
step:478500 source:(1, 66) loss:7.06083
step:479000 source:(1, 66) loss:8.26125
step:479500 source:(1, 66) loss:7.26707
step:480000 source:(1, 66) loss:6.19789
step:480500 source:(1, 46) loss:6.52099
step:481000 source:(1, 66) loss:6.24911
step:481500 source:(1, 66) loss:6.43718
step:482000 source:(1, 50) loss:5.75758
step:482500 source:(1, 44) loss:6.71954
step:483000 source:(1, 30) loss:8.29327
step:483500 source:(1, 66) loss:5.59139
step:484000 source:(1, 66) loss:5.88987
step:484500 source:(1, 66) loss:7.44967
step:485000 source:(1, 66) loss:7.40243
step:485500 source:(1, 23) loss:4.83543
step:486000 source:(1, 66) loss:5.71579
step:486500 source:(1, 34) loss:6.08513
step:487000 source:(1, 66) loss:5.95538
step:487500 source:(1, 66) loss:5.59605
step:488000 source:(1, 66) loss:7.25107
step:488500 source:(1, 46) loss:5.63922
step:489000 source:(1, 66) loss:5.68951
step:489500 source:(1, 37) loss:5.89991
step:490000 source:(1, 66) loss:5.54148
step:490500 source:(1, 36) loss:6.134
step:491000 source:(1, 33) loss:5.09171
step:491500 source:(1, 55) loss:4.33572
step:492000 source:(1, 59) loss:6.3376
step:492500 source:(1, 28) loss:6.01128
step:493000 source:(1, 33) loss:5.85268
step:493500 source:(1, 32) loss:6.39884
step:494000 source:(1, 66) loss:6.05773
step:494500 source:(1, 53) loss:5.06773
step:495000 source:(1, 66) loss:3.56543
step:495500 source:(1, 66) loss:7.02591
step:496000 source:(1, 66) loss:5.50406
step:496500 source:(1, 66) loss:5.45239
step:497000 source:(1, 66) loss:6.8112
step:497500 source:(1, 26) loss:5.63506
step:498000 source:(1, 66) loss:6.15852
step:498500 source:(1, 66) loss:5.67112
step:499000 source:(1, 66) loss:7.35402
step:499500 source:(1, 47) loss:5.9692
step:500000 source:(1, 46) loss:5.74307
step:500500 source:(1, 66) loss:6.43466
step:501000 source:(1, 66) loss:3.85016
step:501500 source:(1, 63) loss:6.84434
step:502000 source:(1, 31) loss:6.66587
step:502500 source:(1, 33) loss:4.74139
step:503000 source:(1, 53) loss:6.116
step:503500 source:(1, 66) loss:6.74413
step:504000 source:(1, 31) loss:6.02742
step:504500 source:(1, 66) loss:6.03823
step:505000 source:(1, 31) loss:4.32035
step:505500 source:(1, 66) loss:8.9663
step:506000 source:(1, 66) loss:6.15479
step:506500 source:(1, 66) loss:7.57754
step:507000 source:(1, 66) loss:5.62514
step:507500 source:(1, 57) loss:6.71177
step:508000 source:(1, 24) loss:5.57374
step:508500 source:(1, 59) loss:6.85193
step:509000 source:(1, 39) loss:5.31145
step:509500 source:(1, 35) loss:7.16994
step:510000 source:(1, 66) loss:4.92011
step:510500 source:(1, 43) loss:6.27909
step:511000 source:(1, 54) loss:6.46203
step:511500 source:(1, 41) loss:4.91566
step:512000 source:(1, 66) loss:6.45551
step:512500 source:(1, 66) loss:7.08433
step:513000 source:(1, 66) loss:7.24667
step:513500 source:(1, 44) loss:8.78625
step:514000 source:(1, 66) loss:6.55855
step:514500 source:(1, 66) loss:5.8452
step:515000 source:(1, 66) loss:5.15285
step:515500 source:(1, 51) loss:5.75495
step:516000 source:(1, 57) loss:6.15279
step:516500 source:(1, 66) loss:6.80339
step:517000 source:(1, 34) loss:7.6102
step:517500 source:(1, 66) loss:5.75709
step:518000 source:(1, 66) loss:6.3515
step:518500 source:(1, 35) loss:6.28448
step:519000 source:(1, 66) loss:6.47673
step:519500 source:(1, 35) loss:6.04745
step:520000 source:(1, 66) loss:5.97395
step:520500 source:(1, 66) loss:6.30703
step:521000 source:(1, 36) loss:6.59377
step:521500 source:(1, 66) loss:5.31058
step:522000 source:(1, 48) loss:5.85147
step:522500 source:(1, 51) loss:4.13712
step:523000 source:(1, 66) loss:5.86294
step:523500 source:(1, 66) loss:6.81651
step:524000 source:(1, 66) loss:7.29484
step:524500 source:(1, 66) loss:5.74081
step:525000 source:(1, 55) loss:5.42223
step:525500 source:(1, 33) loss:6.89856
step:526000 source:(1, 66) loss:6.4721
step:526500 source:(1, 35) loss:5.75076
step:527000 source:(1, 25) loss:5.36865
step:527500 source:(1, 30) loss:6.00983
step:528000 source:(1, 66) loss:4.91643
step:528500 source:(1, 41) loss:5.59444
step:529000 source:(1, 59) loss:5.6432
step:529500 source:(1, 64) loss:6.70104
step:530000 source:(1, 43) loss:4.85458
step:530500 source:(1, 66) loss:5.29455
step:531000 source:(1, 66) loss:6.88327
step:531500 source:(1, 66) loss:5.53628
step:532000 source:(1, 39) loss:7.17237
step:532500 source:(1, 66) loss:5.09365
step:533000 source:(1, 52) loss:5.84137
step:533500 source:(1, 66) loss:5.54311
step:534000 source:(1, 66) loss:5.37659
step:534500 source:(1, 66) loss:5.9695
step:535000 source:(1, 66) loss:5.89609
step:535500 source:(1, 62) loss:5.39024
step:536000 source:(1, 66) loss:4.99004
step:536500 source:(1, 66) loss:6.02925
step:537000 source:(1, 38) loss:6.92388
step:537500 source:(1, 66) loss:6.75212
step:538000 source:(1, 30) loss:6.51676
step:538500 source:(1, 66) loss:6.03532
step:539000 source:(1, 33) loss:5.30947
step:539500 source:(1, 66) loss:6.61231
step:540000 source:(1, 30) loss:7.07617
step:540500 source:(1, 51) loss:6.1502
step:541000 source:(1, 66) loss:4.81133
step:541500 source:(1, 25) loss:6.26826
step:542000 source:(1, 39) loss:6.17382
step:542500 source:(1, 59) loss:7.44471
step:543000 source:(1, 22) loss:6.89683
step:543500 source:(1, 53) loss:4.98083
step:544000 source:(1, 66) loss:5.39258
step:544500 source:(1, 48) loss:5.08479
step:545000 source:(1, 23) loss:6.45539
step:545500 source:(1, 52) loss:4.8541
step:546000 source:(1, 40) loss:6.13637
step:546500 source:(1, 66) loss:8.00413
step:547000 source:(1, 66) loss:7.08982
step:547500 source:(1, 66) loss:5.48407
step:548000 source:(1, 49) loss:6.1491
step:548500 source:(1, 27) loss:7.76656
step:549000 source:(1, 24) loss:6.49851
step:549500 source:(1, 66) loss:7.36551
step:550000 source:(1, 58) loss:6.62193
epoch:2 eval_bleu:54.89278435707092
2018-07-21 14:27:39.681632: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 14:27:39.681719: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 14:43:04.708818: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 14:43:04.710779: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
2018-07-21 14:43:04.710817: W tensorflow/core/framework/op_kernel.cc:1192] Out of range: End of sequence
	 [[Node: IteratorGetNext = IteratorGetNext[output_shapes=[[?], [?,?], [?,?]], output_types=[DT_INT32, DT_STRING, DT_INT64], _device="/job:localhost/replica:0/task:0/device:CPU:0"](Iterator)]]
step:550500 source:(1, 38) loss:5.56077
step:551000 source:(1, 29) loss:5.72661
step:551500 source:(1, 32) loss:5.85164
step:552000 source:(1, 66) loss:5.64417
step:552500 source:(1, 66) loss:5.80522
step:553000 source:(1, 65) loss:6.31816
step:553500 source:(1, 66) loss:5.8545
step:554000 source:(1, 66) loss:7.1877
step:554500 source:(1, 66) loss:7.70563
step:555000 source:(1, 28) loss:5.27552
step:555500 source:(1, 61) loss:5.64868
step:556000 source:(1, 66) loss:6.48576
step:556500 source:(1, 66) loss:5.85153
step:557000 source:(1, 61) loss:6.91322
step:557500 source:(1, 22) loss:6.61619
step:558000 source:(1, 47) loss:5.13633
step:558500 source:(1, 66) loss:5.75103
step:559000 source:(1, 66) loss:6.42789
step:559500 source:(1, 41) loss:5.68535
step:560000 source:(1, 66) loss:6.88143
step:560500 source:(1, 41) loss:6.59698
step:561000 source:(1, 66) loss:6.49516
step:561500 source:(1, 66) loss:5.91325
step:562000 source:(1, 66) loss:4.33489
step:562500 source:(1, 66) loss:5.48835
step:563000 source:(1, 38) loss:5.73598
step:563500 source:(1, 66) loss:6.90274
step:564000 source:(1, 66) loss:6.49456
step:564500 source:(1, 56) loss:5.94078
step:565000 source:(1, 43) loss:5.30466
step:565500 source:(1, 66) loss:5.73273
step:566000 source:(1, 41) loss:5.21444
step:566500 source:(1, 66) loss:5.78532
step:567000 source:(1, 66) loss:5.60579
step:567500 source:(1, 66) loss:5.21032
step:568000 source:(1, 66) loss:5.82765
step:568500 source:(1, 66) loss:7.3445
step:569000 source:(1, 66) loss:6.98961
step:569500 source:(1, 66) loss:5.90188
step:570000 source:(1, 66) loss:6.80095
step:570500 source:(1, 42) loss:6.69053
step:571000 source:(1, 66) loss:5.96574
step:571500 source:(1, 66) loss:5.44048
step:572000 source:(1, 66) loss:6.40439
step:572500 source:(1, 24) loss:6.38236
step:573000 source:(1, 66) loss:7.26175
step:573500 source:(1, 42) loss:6.87118
step:574000 source:(1, 66) loss:6.9622
step:574500 source:(1, 66) loss:6.80351
step:575000 source:(1, 27) loss:6.16355
step:575500 source:(1, 66) loss:5.80636
step:576000 source:(1, 32) loss:5.6988
step:576500 source:(1, 49) loss:4.67595
step:577000 source:(1, 66) loss:5.63114
step:577500 source:(1, 56) loss:6.03934
step:578000 source:(1, 66) loss:7.03225
step:578500 source:(1, 66) loss:4.72215
step:579000 source:(1, 66) loss:6.68796
step:579500 source:(1, 66) loss:5.63368
step:580000 source:(1, 66) loss:5.48514
step:580500 source:(1, 46) loss:6.98424
step:581000 source:(1, 66) loss:6.73207
step:581500 source:(1, 66) loss:5.49396
step:582000 source:(1, 50) loss:7.09478
step:582500 source:(1, 44) loss:6.27296
step:583000 source:(1, 30) loss:8.07606
step:583500 source:(1, 66) loss:5.71623
step:584000 source:(1, 66) loss:6.17905
step:584500 source:(1, 66) loss:5.26214
step:585000 source:(1, 66) loss:4.90812
step:585500 source:(1, 23) loss:5.37774
step:586000 source:(1, 66) loss:7.41407
step:586500 source:(1, 34) loss:6.21425
step:587000 source:(1, 66) loss:5.55184
step:587500 source:(1, 66) loss:6.149
step:588000 source:(1, 66) loss:5.9651
step:588500 source:(1, 46) loss:5.74285
step:589000 source:(1, 66) loss:5.36525
step:589500 source:(1, 37) loss:6.31529
step:590000 source:(1, 66) loss:6.11637
step:590500 source:(1, 36) loss:4.35386
step:591000 source:(1, 33) loss:5.58829
step:591500 source:(1, 55) loss:4.92449
step:592000 source:(1, 59) loss:6.37516
step:592500 source:(1, 28) loss:5.76968
step:593000 source:(1, 33) loss:5.8247
step:593500 source:(1, 32) loss:5.40947
step:594000 source:(1, 66) loss:5.26968
step:594500 source:(1, 53) loss:5.50266
step:595000 source:(1, 66) loss:4.7963
step:595500 source:(1, 66) loss:5.69936
