2018-05-17 11:09:58.380724: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-05-17 11:09:58.549518: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.7335
pciBusID: 0000:04:00.0
totalMemory: 7.92GiB freeMemory: 6.43GiB
2018-05-17 11:09:58.549546: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:04:00.0, compute capability: 6.1)
global step: 19500, learning rate: 0.0030000, training ppl: 75.050769, valid ppl: 89.143362, test ppl: 83.561331

global step: 19600, learning rate: 0.0030000, training ppl: 72.677256, valid ppl: 89.227475, test ppl: 83.674983

global step: 19700, learning rate: 0.0030000, training ppl: 71.182585, valid ppl: 88.826419, test ppl: 83.535207

global step: 19800, learning rate: 0.0030000, training ppl: 71.477044, valid ppl: 89.173325, test ppl: 83.848511

global step: 19900, learning rate: 0.0030000, training ppl: 77.557895, valid ppl: 88.437205, test ppl: 83.388802

global step: 20000, learning rate: 0.0030000, training ppl: 73.238762, valid ppl: 89.336264, test ppl: 83.333956

global step: 20100, learning rate: 0.0030000, training ppl: 70.497093, valid ppl: 89.382303, test ppl: 83.674481

global step: 20200, learning rate: 0.0030000, training ppl: 70.748960, valid ppl: 88.813114, test ppl: 83.705325

global step: 20300, learning rate: 0.0030000, training ppl: 78.656719, valid ppl: 87.451400, test ppl: 82.719652

global step: 20400, learning rate: 0.0030000, training ppl: 72.028397, valid ppl: 88.441318, test ppl: 83.089078

global step: 20500, learning rate: 0.0030000, training ppl: 69.226215, valid ppl: 89.658973, test ppl: 83.890166

global step: 20600, learning rate: 0.0030000, training ppl: 70.474445, valid ppl: 89.229995, test ppl: 83.379648

global step: 20700, learning rate: 0.0030000, training ppl: 71.175479, valid ppl: 88.808699, test ppl: 83.506327

global step: 20800, learning rate: 0.0030000, training ppl: 72.496448, valid ppl: 88.243955, test ppl: 82.809164

global step: 20900, learning rate: 0.0030000, training ppl: 69.523165, valid ppl: 88.704081, test ppl: 83.599110

global step: 21000, learning rate: 0.0030000, training ppl: 70.191727, valid ppl: 88.775610, test ppl: 83.247819

global step: 21100, learning rate: 0.0030000, training ppl: 71.040933, valid ppl: 88.519624, test ppl: 83.650847

global step: 21200, learning rate: 0.0030000, training ppl: 71.564133, valid ppl: 87.647508, test ppl: 82.270350

global step: 21300, learning rate: 0.0030000, training ppl: 68.830400, valid ppl: 88.565029, test ppl: 83.092645

global step: 21400, learning rate: 0.0030000, training ppl: 69.528652, valid ppl: 88.037230, test ppl: 82.845888

global step: 21500, learning rate: 0.0030000, training ppl: 70.454111, valid ppl: 88.675095, test ppl: 83.819351

global step: 21600, learning rate: 0.0030000, training ppl: 71.948111, valid ppl: 87.667618, test ppl: 82.530265

global step: 21700, learning rate: 0.0030000, training ppl: 69.227267, valid ppl: 88.180697, test ppl: 83.310286

global step: 21800, learning rate: 0.0030000, training ppl: 69.815231, valid ppl: 87.638158, test ppl: 82.138599

global step: 21900, learning rate: 0.0030000, training ppl: 70.468764, valid ppl: 88.579721, test ppl: 82.923632

global step: 22000, learning rate: 0.0030000, training ppl: 71.067554, valid ppl: 87.676134, test ppl: 82.318927

global step: 22100, learning rate: 0.0030000, training ppl: 69.292978, valid ppl: 88.173474, test ppl: 82.822122

global step: 22200, learning rate: 0.0030000, training ppl: 68.830489, valid ppl: 87.836868, test ppl: 82.568264

global step: 22300, learning rate: 0.0030000, training ppl: 69.553095, valid ppl: 88.476696, test ppl: 82.684825

global step: 22400, learning rate: 0.0030000, training ppl: 72.287244, valid ppl: 87.107283, test ppl: 82.377834

global step: 22500, learning rate: 0.0030000, training ppl: 70.484735, valid ppl: 87.805097, test ppl: 82.273626

global step: 22600, learning rate: 0.0030000, training ppl: 68.830642, valid ppl: 87.242474, test ppl: 82.091512

global step: 22700, learning rate: 0.0030000, training ppl: 69.350383, valid ppl: 88.454226, test ppl: 82.889990

global step: 22800, learning rate: 0.0030000, training ppl: 74.366147, valid ppl: 87.597288, test ppl: 82.683466

global step: 22900, learning rate: 0.0030000, training ppl: 70.884978, valid ppl: 87.346879, test ppl: 81.865605

global step: 23000, learning rate: 0.0030000, training ppl: 68.246831, valid ppl: 87.528289, test ppl: 81.772979

global step: 23100, learning rate: 0.0030000, training ppl: 68.489740, valid ppl: 87.673916, test ppl: 82.162168

global step: 23200, learning rate: 0.0030000, training ppl: 75.789042, valid ppl: 87.316204, test ppl: 82.506765

global step: 23300, learning rate: 0.0030000, training ppl: 70.121482, valid ppl: 87.503187, test ppl: 82.083293

global step: 23400, learning rate: 0.0030000, training ppl: 67.385937, valid ppl: 87.924118, test ppl: 82.475115

global step: 23500, learning rate: 0.0030000, training ppl: 68.330323, valid ppl: 87.585555, test ppl: 81.923495

global step: 23600, learning rate: 0.0030000, training ppl: 84.952793, valid ppl: 86.872271, test ppl: 81.762303

global step: 23700, learning rate: 0.0030000, training ppl: 70.003341, valid ppl: 87.259247, test ppl: 81.555863

global step: 23800, learning rate: 0.0030000, training ppl: 66.855805, valid ppl: 87.307788, test ppl: 81.918790

global step: 23900, learning rate: 0.0030000, training ppl: 67.728051, valid ppl: 88.241783, test ppl: 82.204806

global step: 24000, learning rate: 0.0030000, training ppl: 68.739216, valid ppl: 87.174553, test ppl: 81.924409

global step: 24100, learning rate: 0.0030000, training ppl: 69.544873, valid ppl: 87.254674, test ppl: 82.076618

global step: 24200, learning rate: 0.0030000, training ppl: 66.728098, valid ppl: 87.653953, test ppl: 82.747604

global step: 24300, learning rate: 0.0030000, training ppl: 67.680186, valid ppl: 87.606671, test ppl: 82.101168

global step: 24400, learning rate: 0.0030000, training ppl: 68.555773, valid ppl: 87.591999, test ppl: 82.506103

global step: 24500, learning rate: 0.0030000, training ppl: 69.848227, valid ppl: 87.382791, test ppl: 82.086399

global step: 24600, learning rate: 0.0030000, training ppl: 67.219774, valid ppl: 87.458262, test ppl: 82.424017

global step: 24700, learning rate: 0.0030000, training ppl: 67.766227, valid ppl: 87.466302, test ppl: 81.912826

global step: 24800, learning rate: 0.0030000, training ppl: 68.403282, valid ppl: 87.331852, test ppl: 82.025865

global step: 24900, learning rate: 0.0030000, training ppl: 70.422880, valid ppl: 87.179484, test ppl: 81.660327

global step: 25000, learning rate: 0.0030000, training ppl: 67.981488, valid ppl: 87.070470, test ppl: 81.584660

global step: 25100, learning rate: 0.0030000, training ppl: 67.361785, valid ppl: 87.916605, test ppl: 82.466705

global step: 25200, learning rate: 0.0030000, training ppl: 67.859128, valid ppl: 87.194935, test ppl: 81.876357

global step: 25300, learning rate: 0.0030000, training ppl: 69.093681, valid ppl: 87.044423, test ppl: 81.761451

global step: 25400, learning rate: 0.0030000, training ppl: 68.410568, valid ppl: 86.806768, test ppl: 81.267331

global step: 25500, learning rate: 0.0030000, training ppl: 67.014443, valid ppl: 87.381248, test ppl: 81.773280

global step: 25600, learning rate: 0.0030000, training ppl: 67.371213, valid ppl: 87.376356, test ppl: 81.734358

global step: 25700, learning rate: 0.0030000, training ppl: 72.621092, valid ppl: 86.849071, test ppl: 81.908334

global step: 25800, learning rate: 0.0030000, training ppl: 69.240948, valid ppl: 86.940790, test ppl: 81.318196

global step: 25900, learning rate: 0.0030000, training ppl: 66.766333, valid ppl: 87.487345, test ppl: 81.901554

global step: 26000, learning rate: 0.0030000, training ppl: 67.138133, valid ppl: 87.911858, test ppl: 82.048626

global step: 26100, learning rate: 0.0030000, training ppl: 74.383600, valid ppl: 86.385079, test ppl: 81.676459

global step: 26200, learning rate: 0.0030000, training ppl: 68.765589, valid ppl: 86.976994, test ppl: 81.461564

global step: 26300, learning rate: 0.0030000, training ppl: 66.120727, valid ppl: 87.346825, test ppl: 81.592963

global step: 26400, learning rate: 0.0030000, training ppl: 66.670907, valid ppl: 87.269127, test ppl: 81.748225

global step: 26500, learning rate: 0.0030000, training ppl: 75.116091, valid ppl: 86.511822, test ppl: 81.388680

global step: 26600, learning rate: 0.0030000, training ppl: 68.103351, valid ppl: 86.478149, test ppl: 80.862972

global step: 26700, learning rate: 0.0030000, training ppl: 65.493878, valid ppl: 86.989339, test ppl: 81.409517

global step: 26800, learning rate: 0.0030000, training ppl: 66.340974, valid ppl: 87.015858, test ppl: 81.031575

global step: 26900, learning rate: 0.0030000, training ppl: 67.278756, valid ppl: 86.861739, test ppl: 81.411437

global step: 27000, learning rate: 0.0030000, training ppl: 68.273723, valid ppl: 86.420705, test ppl: 80.789159

global step: 27100, learning rate: 0.0030000, training ppl: 65.353760, valid ppl: 86.858445, test ppl: 81.559000

global step: 27200, learning rate: 0.0030000, training ppl: 66.138865, valid ppl: 87.032189, test ppl: 81.627596

global step: 27300, learning rate: 0.0030000, training ppl: 67.067009, valid ppl: 87.398615, test ppl: 82.329019

global step: 27400, learning rate: 0.0030000, training ppl: 67.508369, valid ppl: 86.496715, test ppl: 81.103038

global step: 27500, learning rate: 0.0030000, training ppl: 65.403087, valid ppl: 86.862031, test ppl: 81.221701

global step: 27600, learning rate: 0.0030000, training ppl: 66.148203, valid ppl: 87.154078, test ppl: 81.617085

global step: 27700, learning rate: 0.0030000, training ppl: 66.841034, valid ppl: 87.229189, test ppl: 81.653400

global step: 27800, learning rate: 0.0030000, training ppl: 67.161765, valid ppl: 85.902858, test ppl: 80.741089

global step: 27900, learning rate: 0.0030000, training ppl: 66.159051, valid ppl: 87.308648, test ppl: 81.771596

global step: 28000, learning rate: 0.0030000, training ppl: 65.823113, valid ppl: 86.794163, test ppl: 81.506217

global step: 28100, learning rate: 0.0030000, training ppl: 66.376461, valid ppl: 86.803100, test ppl: 81.359005

global step: 28200, learning rate: 0.0030000, training ppl: 67.824943, valid ppl: 87.352781, test ppl: 82.128256

global step: 28300, learning rate: 0.0030000, training ppl: 66.773780, valid ppl: 86.942609, test ppl: 81.103308

global step: 28400, learning rate: 0.0030000, training ppl: 65.405669, valid ppl: 86.945514, test ppl: 81.364440

global step: 28500, learning rate: 0.0030000, training ppl: 65.987079, valid ppl: 86.861481, test ppl: 81.503947

global step: 28600, learning rate: 0.0030000, training ppl: 70.499500, valid ppl: 86.139564, test ppl: 80.871480

global step: 28700, learning rate: 0.0030000, training ppl: 67.162281, valid ppl: 86.680862, test ppl: 81.022348

global step: 28800, learning rate: 0.0030000, training ppl: 65.091476, valid ppl: 86.475232, test ppl: 81.076752

global step: 28900, learning rate: 0.0030000, training ppl: 65.335358, valid ppl: 87.032231, test ppl: 81.732572

global step: 29000, learning rate: 0.0030000, training ppl: 73.646223, valid ppl: 85.662841, test ppl: 81.005403

global step: 29100, learning rate: 0.0030000, training ppl: 67.323194, valid ppl: 85.866428, test ppl: 80.626862

global step: 29200, learning rate: 0.0030000, training ppl: 64.634172, valid ppl: 86.699483, test ppl: 81.062124

global step: 29300, learning rate: 0.0030000, training ppl: 65.086862, valid ppl: 86.763502, test ppl: 81.028992

global step: 29400, learning rate: 0.0030000, training ppl: 74.624356, valid ppl: 86.404538, test ppl: 81.069517

global step: 29500, learning rate: 0.0030000, training ppl: 67.439959, valid ppl: 85.712682, test ppl: 80.282525

global step: 29600, learning rate: 0.0030000, training ppl: 64.579048, valid ppl: 86.137278, test ppl: 81.218643

global step: 29700, learning rate: 0.0030000, training ppl: 65.334392, valid ppl: 86.530272, test ppl: 80.872790

global step: 29800, learning rate: 0.0030000, training ppl: 66.047031, valid ppl: 86.205247, test ppl: 81.005327

global step: 29900, learning rate: 0.0030000, training ppl: 66.481164, valid ppl: 85.619430, test ppl: 79.987792

global step: 30000, learning rate: 0.0030000, training ppl: 64.125199, valid ppl: 86.229456, test ppl: 81.069275

global step: 30100, learning rate: 0.0030000, training ppl: 64.748256, valid ppl: 85.975604, test ppl: 80.618773

global step: 30200, learning rate: 0.0030000, training ppl: 65.683185, valid ppl: 86.624386, test ppl: 81.520592

global step: 30300, learning rate: 0.0030000, training ppl: 65.962806, valid ppl: 86.021539, test ppl: 80.603726

global step: 30400, learning rate: 0.0030000, training ppl: 63.984472, valid ppl: 86.481352, test ppl: 81.054204

global step: 30500, learning rate: 0.0030000, training ppl: 64.729102, valid ppl: 86.280352, test ppl: 80.991957

global step: 30600, learning rate: 0.0030000, training ppl: 65.535005, valid ppl: 86.149784, test ppl: 80.706892

global step: 30700, learning rate: 0.0030000, training ppl: 66.803990, valid ppl: 85.512461, test ppl: 80.117710

global step: 30800, learning rate: 0.0030000, training ppl: 64.834593, valid ppl: 85.844106, test ppl: 80.388429

global step: 30900, learning rate: 0.0030000, training ppl: 64.376363, valid ppl: 85.842178, test ppl: 80.810490

global step: 31000, learning rate: 0.0030000, training ppl: 64.928721, valid ppl: 86.306018, test ppl: 81.192704

global step: 31100, learning rate: 0.0030000, training ppl: 67.527600, valid ppl: 85.771325, test ppl: 81.036318

global step: 31200, learning rate: 0.0030000, training ppl: 65.435858, valid ppl: 86.343471, test ppl: 80.944439

global step: 31300, learning rate: 0.0030000, training ppl: 64.271858, valid ppl: 86.160017, test ppl: 80.862269

global step: 31400, learning rate: 0.0030000, training ppl: 64.715813, valid ppl: 86.496230, test ppl: 80.842195

global step: 31500, learning rate: 0.0030000, training ppl: 68.871688, valid ppl: 85.607683, test ppl: 80.730132

global step: 31600, learning rate: 0.0030000, training ppl: 66.172006, valid ppl: 86.059168, test ppl: 80.574886

global step: 31700, learning rate: 0.0030000, training ppl: 64.115043, valid ppl: 85.971569, test ppl: 80.415932

global step: 31800, learning rate: 0.0030000, training ppl: 64.332191, valid ppl: 86.878476, test ppl: 81.194890

global step: 31900, learning rate: 0.0030000, training ppl: 73.211476, valid ppl: 85.531344, test ppl: 80.395972

global step: 32000, learning rate: 0.0030000, training ppl: 66.640481, valid ppl: 85.677502, test ppl: 79.996314

global step: 32100, learning rate: 0.0030000, training ppl: 63.682983, valid ppl: 86.227258, test ppl: 80.475384

global step: 32200, learning rate: 0.0030000, training ppl: 64.207586, valid ppl: 86.591462, test ppl: 80.604989

global step: 32300, learning rate: 0.0030000, training ppl: 74.918145, valid ppl: 85.682951, test ppl: 80.662009

global step: 32400, learning rate: 0.0030000, training ppl: 65.395953, valid ppl: 85.666844, test ppl: 80.273853

global step: 32500, learning rate: 0.0030000, training ppl: 63.253521, valid ppl: 85.844507, test ppl: 80.510439

global step: 32600, learning rate: 0.0030000, training ppl: 64.202056, valid ppl: 86.097190, test ppl: 80.529713

global step: 32700, learning rate: 0.0030000, training ppl: 64.882898, valid ppl: 86.194563, test ppl: 80.948349

global step: 32800, learning rate: 0.0030000, training ppl: 65.463316, valid ppl: 85.535314, test ppl: 79.841889

global step: 32900, learning rate: 0.0030000, training ppl: 62.700034, valid ppl: 86.630132, test ppl: 80.722214

global step: 33000, learning rate: 0.0030000, training ppl: 63.353168, valid ppl: 86.391468, test ppl: 80.636883

global step: 33100, learning rate: 0.0030000, training ppl: 64.277590, valid ppl: 86.649706, test ppl: 81.047087

global step: 33200, learning rate: 0.0030000, training ppl: 65.146554, valid ppl: 85.953888, test ppl: 80.343569

global step: 33300, learning rate: 0.0030000, training ppl: 62.962995, valid ppl: 85.982776, test ppl: 80.335085

global step: 33400, learning rate: 0.0030000, training ppl: 63.656570, valid ppl: 85.676170, test ppl: 80.330116

global step: 33500, learning rate: 0.0030000, training ppl: 64.203631, valid ppl: 85.969968, test ppl: 80.108311

global step: 33600, learning rate: 0.0030000, training ppl: 66.053246, valid ppl: 85.151542, test ppl: 79.860437

global step: 33700, learning rate: 0.0030000, training ppl: 63.609617, valid ppl: 85.643545, test ppl: 79.759241

global step: 33800, learning rate: 0.0030000, training ppl: 63.530328, valid ppl: 85.654197, test ppl: 79.914037

global step: 33900, learning rate: 0.0030000, training ppl: 64.155460, valid ppl: 85.676609, test ppl: 80.467146

global step: 34000, learning rate: 0.0030000, training ppl: 64.838451, valid ppl: 85.933603, test ppl: 80.547157

global step: 34100, learning rate: 0.0030000, training ppl: 63.691774, valid ppl: 85.698095, test ppl: 80.461352

global step: 34200, learning rate: 0.0030000, training ppl: 62.759669, valid ppl: 86.084634, test ppl: 80.501666

global step: 34300, learning rate: 0.0030000, training ppl: 63.418541, valid ppl: 86.074099, test ppl: 80.459628

global step: 34400, learning rate: 0.0030000, training ppl: 67.180541, valid ppl: 85.035843, test ppl: 80.140402

global step: 34500, learning rate: 0.0030000, training ppl: 65.117564, valid ppl: 86.242371, test ppl: 80.585938

global step: 34600, learning rate: 0.0030000, training ppl: 63.287138, valid ppl: 85.931826, test ppl: 80.331891

global step: 34700, learning rate: 0.0030000, training ppl: 63.496550, valid ppl: 86.081862, test ppl: 80.474313

global step: 34800, learning rate: 0.0030000, training ppl: 70.337256, valid ppl: 85.219219, test ppl: 80.253243

global step: 34900, learning rate: 0.0030000, training ppl: 65.689508, valid ppl: 85.578401, test ppl: 80.107421

global step: 35000, learning rate: 0.0030000, training ppl: 62.701863, valid ppl: 85.755845, test ppl: 80.110794

global step: 35100, learning rate: 0.0030000, training ppl: 62.946350, valid ppl: 86.093039, test ppl: 80.436666

global step: 35200, learning rate: 0.0030000, training ppl: 71.214951, valid ppl: 85.348527, test ppl: 80.093203

global step: 35300, learning rate: 0.0030000, training ppl: 64.173996, valid ppl: 85.388639, test ppl: 79.825905

global step: 35400, learning rate: 0.0030000, training ppl: 61.973927, valid ppl: 86.209122, test ppl: 81.028534

global step: 35500, learning rate: 0.0030000, training ppl: 62.951917, valid ppl: 86.243295, test ppl: 80.608805

global step: 35600, learning rate: 0.0030000, training ppl: 63.707812, valid ppl: 85.605317, test ppl: 80.152680

global step: 35700, learning rate: 0.0030000, training ppl: 64.567213, valid ppl: 85.457152, test ppl: 79.575994

global step: 35800, learning rate: 0.0030000, training ppl: 61.730575, valid ppl: 86.457756, test ppl: 80.577984

global step: 35900, learning rate: 0.0030000, training ppl: 62.713889, valid ppl: 85.838224, test ppl: 80.324819

global step: 36000, learning rate: 0.0030000, training ppl: 63.628330, valid ppl: 85.725165, test ppl: 80.281565

global step: 36100, learning rate: 0.0030000, training ppl: 64.403006, valid ppl: 85.225526, test ppl: 79.905128

global step: 36200, learning rate: 0.0030000, training ppl: 61.918560, valid ppl: 85.639715, test ppl: 80.140712

global step: 36300, learning rate: 0.0030000, training ppl: 62.512256, valid ppl: 86.189383, test ppl: 80.562779

global step: 36400, learning rate: 0.0030000, training ppl: 63.329280, valid ppl: 85.734402, test ppl: 80.211485

global step: 36500, learning rate: 0.0030000, training ppl: 64.990029, valid ppl: 84.904564, test ppl: 79.678135

global step: 36600, learning rate: 0.0030000, training ppl: 62.742487, valid ppl: 85.843636, test ppl: 80.011527

global step: 36700, learning rate: 0.0030000, training ppl: 62.756342, valid ppl: 86.320315, test ppl: 80.271715

global step: 36800, learning rate: 0.0030000, training ppl: 63.275521, valid ppl: 85.427780, test ppl: 79.870007

global step: 36900, learning rate: 0.0030000, training ppl: 64.007991, valid ppl: 84.812379, test ppl: 79.555293

global step: 37000, learning rate: 0.0030000, training ppl: 63.057848, valid ppl: 85.629431, test ppl: 79.895327

global step: 37100, learning rate: 0.0030000, training ppl: 62.317628, valid ppl: 86.887278, test ppl: 80.560020

global step: 37200, learning rate: 0.0030000, training ppl: 62.842604, valid ppl: 85.832186, test ppl: 80.083059

global step: 37300, learning rate: 0.0030000, training ppl: 65.831421, valid ppl: 85.200872, test ppl: 79.623804

global step: 37400, learning rate: 0.0030000, training ppl: 63.705121, valid ppl: 85.358137, test ppl: 79.384359

global step: 37500, learning rate: 0.0030000, training ppl: 62.128472, valid ppl: 85.250652, test ppl: 79.462575

global step: 37600, learning rate: 0.0030000, training ppl: 62.618250, valid ppl: 85.959282, test ppl: 80.152240

global step: 37700, learning rate: 0.0030000, training ppl: 68.868964, valid ppl: 85.262510, test ppl: 80.155862

global step: 37800, learning rate: 0.0030000, training ppl: 64.536422, valid ppl: 85.331118, test ppl: 79.442753

global step: 37900, learning rate: 0.0030000, training ppl: 61.937213, valid ppl: 85.877812, test ppl: 79.922779

global step: 38000, learning rate: 0.0030000, training ppl: 62.207037, valid ppl: 86.146105, test ppl: 80.115986

global step: 38100, learning rate: 0.0030000, training ppl: 71.249176, valid ppl: 84.987233, test ppl: 79.891097

global step: 38200, learning rate: 0.0030000, training ppl: 63.687064, valid ppl: 84.965656, test ppl: 79.444590

global step: 38300, learning rate: 0.0030000, training ppl: 61.332291, valid ppl: 85.784340, test ppl: 80.351712

global step: 38400, learning rate: 0.0030000, training ppl: 62.194197, valid ppl: 85.604090, test ppl: 79.905896

global step: 38500, learning rate: 0.0030000, training ppl: 62.847485, valid ppl: 85.102088, test ppl: 79.767201

global step: 38600, learning rate: 0.0030000, training ppl: 63.313930, valid ppl: 84.770987, test ppl: 79.260508

global step: 38700, learning rate: 0.0030000, training ppl: 60.962785, valid ppl: 86.036868, test ppl: 80.533140

global step: 38800, learning rate: 0.0030000, training ppl: 61.595028, valid ppl: 85.503030, test ppl: 79.828334

global step: 38900, learning rate: 0.0030000, training ppl: 62.456889, valid ppl: 84.872664, test ppl: 79.940331

global step: 39000, learning rate: 0.0030000, training ppl: 63.437412, valid ppl: 84.639911, test ppl: 79.216460

global step: 39100, learning rate: 0.0030000, training ppl: 60.784839, valid ppl: 85.531299, test ppl: 80.094945

global step: 39200, learning rate: 0.0030000, training ppl: 61.349615, valid ppl: 85.446824, test ppl: 80.064127

global step: 39300, learning rate: 0.0030000, training ppl: 62.110795, valid ppl: 85.993004, test ppl: 80.257301

global step: 39400, learning rate: 0.0030000, training ppl: 63.778409, valid ppl: 84.775861, test ppl: 79.334929

global step: 39500, learning rate: 0.0030000, training ppl: 61.479751, valid ppl: 86.233248, test ppl: 80.379184

global step: 39600, learning rate: 0.0030000, training ppl: 61.618443, valid ppl: 85.262490, test ppl: 79.534993

global step: 39700, learning rate: 0.0030000, training ppl: 62.265844, valid ppl: 85.246453, test ppl: 79.723794

global step: 39800, learning rate: 0.0030000, training ppl: 63.813681, valid ppl: 84.802132, test ppl: 79.609424

global step: 39900, learning rate: 0.0030000, training ppl: 62.151745, valid ppl: 85.003236, test ppl: 79.689822

global step: 40000, learning rate: 0.0030000, training ppl: 61.601493, valid ppl: 86.908401, test ppl: 80.902067

global step: 40100, learning rate: 0.0030000, training ppl: 62.037220, valid ppl: 85.134338, test ppl: 79.840232

global step: 40200, learning rate: 0.0030000, training ppl: 64.515125, valid ppl: 84.665281, test ppl: 79.397413

global step: 40300, learning rate: 0.0030000, training ppl: 62.824794, valid ppl: 85.304948, test ppl: 79.729995

global step: 40400, learning rate: 0.0030000, training ppl: 61.144717, valid ppl: 85.745408, test ppl: 79.970493

global step: 40500, learning rate: 0.0030000, training ppl: 61.602632, valid ppl: 85.372480, test ppl: 79.719107

global step: 40600, learning rate: 0.0030000, training ppl: 68.234665, valid ppl: 84.883702, test ppl: 79.688235

global step: 40700, learning rate: 0.0030000, training ppl: 63.660729, valid ppl: 85.160647, test ppl: 79.241992

global step: 40800, learning rate: 0.0030000, training ppl: 61.074916, valid ppl: 85.285565, test ppl: 79.442785

global step: 40900, learning rate: 0.0030000, training ppl: 61.248074, valid ppl: 86.094579, test ppl: 80.221632

global step: 41000, learning rate: 0.0030000, training ppl: 69.470561, valid ppl: 84.541280, test ppl: 79.526103

global step: 41100, learning rate: 0.0030000, training ppl: 63.122253, valid ppl: 85.349092, test ppl: 79.216169

global step: 41200, learning rate: 0.0030000, training ppl: 60.737753, valid ppl: 85.209172, test ppl: 79.675469

global step: 41300, learning rate: 0.0030000, training ppl: 61.540442, valid ppl: 85.507989, test ppl: 79.392306

global step: 41400, learning rate: 0.0030000, training ppl: 62.212067, valid ppl: 85.275155, test ppl: 79.875824

global step: 41500, learning rate: 0.0030000, training ppl: 62.874182, valid ppl: 84.363311, test ppl: 78.977555

global step: 41600, learning rate: 0.0030000, training ppl: 60.547009, valid ppl: 85.473072, test ppl: 80.072739

global step: 41700, learning rate: 0.0030000, training ppl: 61.263685, valid ppl: 85.025204, test ppl: 79.489478

global step: 41800, learning rate: 0.0030000, training ppl: 61.964307, valid ppl: 85.028433, test ppl: 79.887883

global step: 41900, learning rate: 0.0030000, training ppl: 63.218652, valid ppl: 84.788242, test ppl: 79.447428

global step: 42000, learning rate: 0.0030000, training ppl: 60.669962, valid ppl: 84.874704, test ppl: 79.501047

global step: 42100, learning rate: 0.0030000, training ppl: 61.255079, valid ppl: 85.536747, test ppl: 79.749325

global step: 42200, learning rate: 0.0030000, training ppl: 62.038452, valid ppl: 85.067235, test ppl: 79.542314

global step: 42300, learning rate: 0.0030000, training ppl: 63.002815, valid ppl: 84.556995, test ppl: 79.296487

global step: 42400, learning rate: 0.0030000, training ppl: 60.844060, valid ppl: 85.042741, test ppl: 79.522805

global step: 42500, learning rate: 0.0030000, training ppl: 61.251283, valid ppl: 85.393991, test ppl: 79.609239

global step: 42600, learning rate: 0.0030000, training ppl: 61.869517, valid ppl: 85.251259, test ppl: 79.688325

global step: 42700, learning rate: 0.0030000, training ppl: 62.669009, valid ppl: 84.999914, test ppl: 79.530311

global step: 42800, learning rate: 0.0030000, training ppl: 61.463883, valid ppl: 84.395042, test ppl: 78.993524

global step: 42900, learning rate: 0.0030000, training ppl: 61.003827, valid ppl: 85.122016, test ppl: 79.860060

global step: 43000, learning rate: 0.0030000, training ppl: 61.463032, valid ppl: 85.082096, test ppl: 79.996188

global step: 43100, learning rate: 0.0030000, training ppl: 64.056218, valid ppl: 84.130123, test ppl: 79.237534

global step: 43200, learning rate: 0.0030000, training ppl: 61.927242, valid ppl: 84.851101, test ppl: 79.512779

global step: 43300, learning rate: 0.0030000, training ppl: 60.658641, valid ppl: 85.078712, test ppl: 79.547198

global step: 43400, learning rate: 0.0030000, training ppl: 61.112577, valid ppl: 85.129621, test ppl: 79.409045

global step: 43500, learning rate: 0.0030000, training ppl: 65.461691, valid ppl: 84.516426, test ppl: 79.276155

global step: 43600, learning rate: 0.0030000, training ppl: 62.428047, valid ppl: 85.070165, test ppl: 79.432084

global step: 43700, learning rate: 0.0030000, training ppl: 60.164236, valid ppl: 85.075439, test ppl: 79.371460

global step: 43800, learning rate: 0.0030000, training ppl: 60.604424, valid ppl: 85.170631, test ppl: 79.670347

global step: 43900, learning rate: 0.0030000, training ppl: 68.789652, valid ppl: 84.511726, test ppl: 79.495189

global step: 44000, learning rate: 0.0030000, training ppl: 62.592253, valid ppl: 84.667736, test ppl: 79.055757

global step: 44100, learning rate: 0.0030000, training ppl: 59.979157, valid ppl: 84.679714, test ppl: 79.182982

global step: 44200, learning rate: 0.0030000, training ppl: 60.723128, valid ppl: 85.576065, test ppl: 79.795920

global step: 44300, learning rate: 0.0030000, training ppl: 79.465299, valid ppl: 84.925078, test ppl: 79.940731

global step: 44400, learning rate: 0.0030000, training ppl: 62.274190, valid ppl: 84.215219, test ppl: 79.142696

global step: 44500, learning rate: 0.0030000, training ppl: 59.691737, valid ppl: 85.450198, test ppl: 80.557777

global step: 44600, learning rate: 0.0030000, training ppl: 60.393709, valid ppl: 85.264686, test ppl: 79.802198

